EventDate,GroupName,SiteName,SiteID,site_latitude,site_longitude,site_altitude,colony_avg
2022-04-20 14:26:00,Altamaha Riverkeeper,Cathead Creek at Cox Rd access,7380,31.4268,-81.497,3.75,400.0
2022-04-20 14:26:00,Altamaha Riverkeeper,Cathead Creek (at McClendon Creek),7381,31.4282,-81.5068,4.8,500.0
2022-04-20 14:26:00,Altamaha Riverkeeper,Darien Waterfront,7382,31.3681,-81.4371,2.52,400.0
2022-04-21 08:45:00,WWALS_Watershed Coalition,"Lakeland Boat Ramp @ GA 122, Alapaha River",4769,31.0456,-83.044,50.0,0.0
2022-04-21 08:45:00,WWALS_Watershed Coalition,"Withlacoochee River at Hagan Bridge, GA-122",6602,31.0133,-83.3017,46.46,0.0
2022-04-21 08:45:00,WWALS_Watershed Coalition,Little River @ Folsom Bridge (GA 122),7074,31.0007,-83.4568,44.71,0.0
2022-04-21 14:09:00,WWALS_Watershed Coalition,Withlacoochee River - Knights Ferry Boat Ramp,6567,30.7121,-83.4556,30.78,100.0
2022-04-21 14:51:00,WWALS_Watershed Coalition,Withlacoochee River - Nankin Boat Ramp,6566,30.6748,-83.3943,22.08,33.0
2022-04-21 15:00:00,Fran Darnall,Shoal Creek at Rhodes Jordan Park,7335,33.958,-83.9795,301.94,200.0
2022-04-21 15:28:00,WWALS_Watershed Coalition,Withlacoochee River at State Line Boat Ramp (GA 31),6594,30.6356,-83.3112,17.45,66.0
2022-04-22 10:34:00,Satilla Riverkeeper & Friends,Pudding Creek - US 441,4039,31.3649,-82.8386,43.95,433.0
2022-04-22 13:19:00,Satilla Riverkeeper & Friends,Satilla River - GA 158 ,4041,31.3027,-82.561,33.57,700.0
2022-04-22 15:47:00,Southern Georgia Regional Commission,Little Hurricane Creek at SR 32,6981,31.5449,-82.5447,55.52,66.0
2022-04-22 16:38:00,Southern Georgia Regional Commission,Hurricane Creek at Hwy 32,6980,31.539,-82.4462,47.23,266.0
2022-04-22 17:34:00,Satilla Riverkeeper & Friends,Big Satilla Creek,6855,31.6583,-82.4317,49.8,400.0
2022-04-23 11:00:00,H2 Crew,Little River tributary of Lake Allatoona.,7379,34.1567,-84.5789,255.0,0.0
2022-04-23 16:58:00,Christine Brackenrich,Ludie Creek at Simpsonwood Park,7337,33.9827,-84.2436,273.91,433.0
2022-04-24 06:45:00,GSW Sciences,Muckalee Creek at McLittle Bridge Rd,7175,32.0067,-84.2266,95.07,166.0
2022-04-24 10:20:00,East Point Environmental Collective,South River in Jefferson Park,6764,33.6877,-84.4264,300.19,200.0
2022-04-24 11:00:00,Sierra Club Cobb Centennial Group,Rottenwood Creek,704,33.9284,-84.4833,281.720856,200.0
2022-04-24 17:15:00,Upper Chattahoochee Trout Unlimited,Johns Creek,2388,34.0113,-84.2196,271.038422,466.0
2022-04-24 18:00:00,anna jones,sherwood creek,7208,34.1078,-83.8994,281.52,66.0
2022-04-25 07:30:00,Butler Creek Kennesaw,Southern Tributary of Butler Creek,2006,34.0097,-84.6272,307.337158,200.0
2022-04-25 09:50:00,Sierra Club Cobb Centennial Group,Rottenwood Creek,504,33.8805,-84.4513,234.42,100.0
2022-04-25 10:15:00,Upper Chattahoochee Trout Unlimited,Ball Mill Creek,2368,33.9787,-84.3208,268.422729,100.0
2022-04-25 10:30:00,Butler Creek Kennesaw,Proctor Creek at Legacy Park Amphitheater,6752,34.0521,-84.6356,286.12,300.0
2022-04-25 11:51:00,Ogeechee Riverkeeper,Canoochee River Rocks River Bridge Landing,7352,32.1842,-81.8892,32.24,300.0
2022-04-25 12:50:00,Mighty Mustangs,Proctor Creek,7329,34.0528,-84.6341,277.33,33.0
2022-04-25 22:21:00,Ogeechee Riverkeeper,Ogeechee River Rocky Ford Landing,7351,32.6482,-81.8405,35.31,200.0
2022-04-26 01:40:00,Mighty Mustangs,Proctor Creek,7349,34.0518,-84.6616,261.34,66.0
2022-04-27 10:00:00,Butler Creek Kennesaw,Butler Creek @ Mack Dobbs Road,5503,34.0172,-84.6429,305.35,200.0
2022-04-27 10:50:00,SCFP Stream Team,Cambarus Creek,7364,34.1485,-84.0427,339.14,0.0
2022-04-27 12:45:00,TRGT,Suck Creek Junction,4305,35.1457,-85.3882,342.25,133.0
2022-04-27 13:45:00,TRGT,Mullens Creek ,4313,35.1389,-85.4361,433.92,200.0
2022-04-27 14:00:00,TRGT,Edwards Point North,5005,35.1485,-85.3781,548.83,233.0
2022-04-27 14:30:00,TRGT,Edwards Point South,5006,35.1413,-85.3777,533.14,233.0
2022-04-27 15:00:00,Children of the Deer,Olley Creek,7377,33.9346,-84.5455,322.32,100.0
2022-04-27 16:00:00,Turkey Feather,Theater Creek,7315,33.9031,-84.53,314.67,66.0
2022-04-27 16:10:00,Ogeechee Riverkeeper,Canoochee River,3889,32.3835,-82.1284,50.24,33.0
2022-04-27 16:45:00,Turkey Feather,Laurel Creek,7316,33.8651,-84.5106,284.21,200.0
2022-04-27 17:57:00,Stone Mountain Park Education Department,Beaver Creek,2443,33.8143,-84.1601,275.858246,0.0
2022-04-27 20:05:00,Upper Etowah Alliance AAS,Settingdown Creek,7198,34.2955,-84.2651,291.81,333.0
2022-04-27 21:03:00,Upper Etowah Alliance AAS,Canton Creek,3721,34.2458,-84.3617,344.02,466.0
2022-04-27 23:25:00,TRGT,Middle Creek,4304,35.1307,-85.3609,444.95,133.0
2022-04-28 08:45:00,Beving on Allatoona,Allatoona Lake Across From Dallas Landing,5243,34.07,-84.7076,259.73,66.0
2022-04-28 09:55:00,AAAS Stream Stompers,Hollow Creek 2,954,33.3434,-81.8222,39.512642,66.0
2022-04-28 10:28:00,AAAS Stream Stompers,Hollow Creek 1,953,33.3345,-81.8534,35.055412,66.0
2022-04-28 11:00:00,Flint Riverkeeper,Skywater Creek,5356,31.5202,-84.14,51.93,0.0
2022-04-28 11:45:00,Flint Riverkeeper,Radium Springs,5357,31.5202,-84.14,51.93,0.0
2022-04-28 13:50:00,WWALS_Watershed Coalition,Withlacoochee River - Knights Ferry Boat Ramp,6567,30.7121,-83.4556,30.78,66.0
2022-04-28 14:18:00,WWALS_Watershed Coalition,Withlacoochee River - Nankin Boat Ramp,6566,30.6748,-83.3943,22.08,0.0
2022-04-28 14:43:00,WWALS_Watershed Coalition,Withlacoochee River - Knights Ferry Boat Ramp,6567,30.7121,-83.4556,30.78,0.0
2022-04-29 12:38:00,Stephen Thomas,Noses Creek at Silver Comet Trail,5204,33.8568,-84.6544,270.38,66.0
2022-04-29 14:40:00,Southern Georgia Regional Commission,"Toms Creek at County Road 36 near Needmore, GA",7050,30.6052,-82.7041,27.73,0.0
2022-04-29 14:49:00,Satilla Riverkeeper & Friends,Satilla River - GA 64,4040,31.3366,-82.7684,39.91,66.0
2022-04-29 14:55:00,Southern Georgia Regional Commission,"Suwannoochee Creek at US441/SR89/SR94 near Fargo, GA",7048,30.6831,-82.5828,33.3,0.0
2022-04-29 14:55:00,Southern Georgia Regional Commission,"Suwannoochee Creek at US441/SR89/SR94 near Fargo, GA",7048,30.6831,-82.5828,33.3,0.0
2022-04-29 15:35:00,Southern Georgia Regional Commission,Beaverdam Creek at Park St.,7001,31.0711,-83.2023,55.29,0.0
2022-04-29 16:06:00,Southern Georgia Regional Commission,Trib. Alapaha River at CR 161 Riverside Rd,7006,31.2792,-83.0595,66.15,0.0
2022-04-29 16:20:00,Southern Georgia Regional Commission,Pearson Creek at SR 76,7004,31.2375,-83.0935,66.46,100.0
2022-04-29 16:45:00,Southern Georgia Regional Commission,Cat Creek at SR 37,7000,31.0739,-83.205,55.67,200.0
2022-04-29 16:45:00,Southern Georgia Regional Commission,Swain Creek at Sirmans Rd CR 265,7005,31.1159,-83.1927,61.43,233.0
2022-04-29 17:10:00,Southern Georgia Regional Commission,"Cat Creek at Hwy 122 near Ray City, GA",7077,31.0255,-83.224,50.0,66.0
2022-04-29 17:30:00,Southern Georgia Regional Commission,Franks Creek at Smith Ln,7079,31.0151,-83.3887,62.98,133.0
2022-05-01 08:00:00,Hiwassee River Watershed Coalition,Hightower Creek (CHAT 7),2850,34.9161,-83.6986,591.52,33.0
2022-05-01 08:15:00,Riffle Beetles,Broad River-Briar's Landing,6680,34.074,-83.0043,128.63,133.0
2022-05-01 08:25:00,Hiwassee River Watershed Coalition,CHAT 5 - Lower Hiwassee River,2846,34.9118,-83.7088,588.00293,166.0
2022-05-01 09:15:00,Riffle Beetles,Broad River at Peyton Ferry,5275,34.1267,-83.0489,154.09,133.0
2022-05-01 10:00:00,Riffle Beetles,Mill Shoal Creek at King Hall Mill Rd,5298,34.1589,-83.0657,158.44,100.0
2022-05-01 10:40:00,Riffle Beetles,Scull Shoals at David Homes Church Road,5350,34.1566,-83.1001,164.57,166.0
2022-05-02 09:45:00,Middle Savannah River Sentinels,Butler Creek,2402,33.4088,-82.0796,61.09,100.0
2022-05-02 09:59:00,Ogeechee Riverkeeper,Ogeechee River Rocky Ford Landing,7351,32.6482,-81.8405,35.31,233.0
2022-05-02 10:30:00,Middle Savannah River Sentinels,Rae's Creek,3090,33.4784,-82.0706,86.62,100.0
2022-05-02 10:45:00,Southern Georgia Regional Commission,Unnamed Tributary to Red Bluff Creek,6972,31.293,-82.8619,60.44,0.0
2022-05-02 11:15:00,Southern Georgia Regional Commission,Unnamed Trib. to Little Red Bluff Creek at US 441,6973,31.2796,-82.8577,60.04,33.0
2022-05-02 11:15:00,Southern Georgia Regional Commission,Red Bluff Creek at State Road 50,6974,31.2791,-82.7477,51.15,0.0
2022-05-02 12:00:00,Southern Georgia Regional Commission,Pudding Creek at CR 244,6976,31.3473,-82.9065,53.48,0.0
2022-05-02 12:01:00,Ogeechee Riverkeeper,Canoochee River Rocks River Bridge Landing,7352,32.1842,-81.8892,32.24,333.0
2022-05-03 08:35:00,Middle Savannah River Sentinels,Euchee Creek,2956,33.4913,-82.2217,82.9,200.0
2022-05-03 10:00:00,Middle Savannah River Sentinels,Euchee Creek Site 4,971,33.5555,-82.1797,62.68,166.0
2022-05-03 10:45:00,Middle Savannah River Sentinels,Upper Kiokee Creek,7317,33.5417,-82.3151,86.62,233.0
2022-05-04 00:40:00,Southern Georgia Regional Commission,"Trib. To West Fork Deep Creek at Albertson Rd nr Ashburn, GA",7112,31.7887,-83.6573,102.54,200.0
2022-05-04 10:50:00,Southern Georgia Regional Commission,"Double Run Creek at County Road 250 near Rebecca, GA",7101,31.7922,-83.4894,93.0,100.0
2022-05-04 11:00:00,Southern Georgia Regional Commission,"Deep Creek at County Road 250 near Rebecca, GA",7103,31.7324,-83.5057,86.82,133.0
2022-05-04 11:00:00,Southern Georgia Regional Commission,"Wolf Creek at College St (hwy 112) nr Rebecca, GA",7113,31.7532,-83.5553,93.44,500.0
2022-05-04 11:15:00,Southern Georgia Regional Commission,"Wolf Creek at Legg Road ENE of Ashburn, GA",7108,31.7455,-83.5504,93.89,333.0
2022-05-04 11:55:00,Southern Georgia Regional Commission,"West Fork Deep Creek at State Road 159 near Amboy, GA",7102,31.7668,-83.6238,96.1,166.0
2022-05-04 13:20:00,Southern Georgia Regional Commission,"Lime Sink Creek at Thomas Bell Rd nr Ashburn, GA",7111,31.6177,-83.6797,104.37,33.0
2022-05-04 13:35:00,Southern Georgia Regional Commission,"Little River at State Road 112 near Ashburn, GA",7104,31.6747,-83.6905,106.42,0.0
2022-05-04 13:35:00,Southern Georgia Regional Commission,Ashburn Branch at CR 111 / Cannon Rd,7105,31.6812,-83.6757,106.63,66.0
2022-05-04 13:35:00,Southern Georgia Regional Commission,"Daniels Creek nr Coverdale Hwy (CR 99), Ashburn, GA",7110,31.632,-83.7052,105.67,466.0
2022-05-04 14:00:00,Lake Sovereign,Lake Sovereign - CHD,6866,34.1628,-84.5329,273.27,0.0
2022-05-04 14:00:00,Southern Georgia Regional Commission,Hat Creek at Industrial Blvd,7106,31.6983,-83.6405,118.34,0.0
2022-05-04 14:05:00,Southern Georgia Regional Commission,"Hat Creek at Airport Road near Ashburn, GA",7114,31.6914,-83.633,115.11,33.0
2022-05-04 14:10:00,Southern Georgia Regional Commission,"Hat Creek at Bussey Road near Sycamore, GA",7116,31.68,-83.6252,111.94,66.0
2022-05-04 14:15:00,Southern Georgia Regional Commission,"Unnamed Tributary to Hat Creek at CR 241 near Sycamore, GA",7115,31.6846,-83.6265,114.51,133.0
2022-05-04 14:30:00,Southern Georgia Regional Commission,Hat Creek at CR 35 / Robert Davis Rd,7107,31.6455,-83.6021,103.5,100.0
2022-05-04 14:30:00,Southern Georgia Regional Commission,"Hat Creek at E Inaha Rd CR 252, nr Sycamore, GA",7109,31.6237,-83.5858,100.79,0.0
2022-05-04 14:45:00,Fernandina Beach High School,Egan's Creek Greenway 1,5202,30.6666,-81.4406,-0.58,166.0
2022-05-04 14:45:00,Fernandina Beach High School,Egan's Creek Greenway 2,5203,30.6587,-81.4419,-0.41,266.0
2022-05-04 17:00:00,Friends of Peachtree Hills Park,Peachtree Hills Park,2033,33.818,-84.3783,256.479279,400.0
2022-05-05 00:10:00,Satilla Riverkeeper & Friends,Warners Landing,3769,31.24,-81.8634,12.88,0.0
2022-05-05 08:15:00,Satilla Riverkeeper & Friends,"Georgia Highway 121, Hoboken",3767,31.2175,-82.1623,18.66,566.0
2022-05-05 09:05:00,Satilla Riverkeeper & Friends,Jamestown Landing,3431,31.2983,-82.3924,29.91,66.0
2022-05-05 10:10:00,Satilla Riverkeeper & Friends,FFA Camp Landing,3768,31.2717,-82.1091,26.11,300.0
2022-05-05 10:50:00,Satilla Riverkeeper & Friends,"U.S. 301, Nahunta",4339,31.2933,-81.9571,11.33,0.0
2022-05-05 11:40:00,Satilla Riverkeeper & Friends,"U.S. Highway 82, Nahunta",3323,31.2196,-81.8677,14.18,0.0
2022-05-05 13:05:00,WWALS_Watershed Coalition,Withlacoochee River - Knights Ferry Boat Ramp,6567,30.7121,-83.4556,30.78,33.0
2022-05-05 13:45:00,WWALS_Watershed Coalition,Clyatt Mill Creek @ Clyattville-Nankin Road,6731,30.6917,-83.327,42.5,0.0
2022-05-05 14:19:00,WWALS_Watershed Coalition,Withlacoochee River at State Line Boat Ramp (GA 31),6594,30.6356,-83.3112,17.45,33.0
2022-05-05 17:30:00,Lakewood Colony,Detention pond on tributary of Rubes Creek,869,34.0561,-84.4971,283.80954,100.0
2022-05-06 11:07:00,West Fannin Yellow Jackets,West Fannin Stream,4915,34.9243,-84.38,565.98,0.0
2022-05-07 08:35:00,Middle Savannah River Sentinels,Reed Creek at Sandlewood Drive,5166,33.4991,-82.1208,105.92,433.0
2022-05-07 10:10:00,Middle Savannah River Sentinels,Upper Reed Creek,4871,33.5103,-82.1122,94.74,133.0
2022-05-07 11:00:00,Middle Savannah River Sentinels,Reed Creek,975,33.5352,-82.0838,69.33,233.0
2022-05-08 10:15:00,River Runners of Ball Ground,Etowah at River House near Airport Dr,6745,34.2969,-84.41,279.23,133.0
2022-05-08 10:15:00,River Runners of Ball Ground,Creek at River House near Airport Dr,6750,34.2966,-84.4107,276.53,533.0
2022-05-08 18:30:00,Tapestry Community,Entrenchment Beaver Pond,3825,33.7276,-84.3613,272.67,33.0
2022-05-08 19:00:00,Tapestry Community,Intrenchment creek,1429,33.7278,-84.3611,272.65,100.0
2022-05-08 19:00:00,Tapestry Community,Intrenchment creek,1429,33.7278,-84.3611,272.65,100.0
2022-05-09 00:10:00,Southern Georgia Regional Commission,Hurricane Creek - U.S. Highway 1,6985,31.568,-82.4641,48.69,0.0
2022-05-09 00:10:00,Southern Georgia Regional Commission,"Bishop Creek @ Ernest Kesler Road nr Baxley, GA",7135,31.6728,-82.4358,48.06,0.0
2022-05-09 11:25:00,Southern Georgia Regional Commission,"Sweetwater Creek @ Holland Rd nr Baxley, GA",7133,31.581,-82.2441,51.38,0.0
2022-05-09 11:25:00,Southern Georgia Regional Commission,"Sweetwater Creek @ State Rd 203 nr Baxley, GA",7134,31.5897,-82.2518,39.35,0.0
2022-05-09 11:25:00,Southern Georgia Regional Commission,"Sweetwater Creek @ State Rd 203 nr Baxley, GA",7134,31.5897,-82.2518,39.35,0.0
2022-05-09 11:40:00,Southern Georgia Regional Commission,"Sweetwater Creek @ Holland Rd nr Baxley, GA",7133,31.581,-82.2441,51.38,0.0
2022-05-09 11:50:00,Friends of Mulberry Creek,Mulberry Creek,387,33.957,-84.3957,252.736557,0.0
2022-05-09 12:10:00,Southern Georgia Regional Commission,"Bishop Creek @ Ernest Kesler Road nr Baxley, GA",7135,31.6728,-82.4358,48.06,0.0
2022-05-09 12:35:00,Southern Georgia Regional Commission,Hurricane Creek - U.S. Highway 1,6985,31.568,-82.4641,48.69,0.0
2022-05-09 12:45:00,Southern Georgia Regional Commission,Bear Creek (NHD labels as Bear Branch) nr N Pierce St,6987,31.5521,-82.4648,48.13,0.0
2022-05-09 12:45:00,Southern Georgia Regional Commission,Bear Creek (NHD labels as Bear Branch) nr N Pierce St,6987,31.5521,-82.4648,48.13,0.0
2022-05-09 13:00:00,Southern Georgia Regional Commission,Briar Creek nr SR 32,6988,31.5105,-82.3382,53.17,100.0
2022-05-09 13:00:00,Southern Georgia Regional Commission,Briar Creek nr SR 32,6988,31.5105,-82.3382,53.17,100.0
2022-05-09 14:35:00,Southern Georgia Regional Commission,Little Hurricane Creek at County Road 343,6982,31.4957,-82.5279,52.62,66.0
2022-05-09 14:35:00,Southern Georgia Regional Commission,Little Hurricane Creek at County Road 343,6982,31.4957,-82.5279,52.62,66.0
2022-05-09 15:05:00,Southern Georgia Regional Commission,Big Branch at Beach Rd.,6983,31.465,-82.4473,45.66,233.0
2022-05-09 15:05:00,Southern Georgia Regional Commission,Big Branch at Beach Rd.,6983,31.465,-82.4473,45.66,233.0
2022-05-09 15:10:00,Southern Georgia Regional Commission,Little Hurricane Creek at Hwy 1,6984,31.4238,-82.4327,42.47,33.0
2022-05-09 15:10:00,Southern Georgia Regional Commission,Hurricane Creek at County Road 331,6986,31.4602,-82.377,38.37,66.0
2022-05-09 15:15:00,Southern Georgia Regional Commission,Little Hurricane Creek at Hwy 1,6984,31.4238,-82.4327,42.47,33.0
2022-05-09 15:30:00,Southern Georgia Regional Commission,Hurricane Creek at County Road 331,6986,31.4602,-82.377,38.37,66.0
2022-05-09 16:00:00,Southern Georgia Regional Commission,Alapaha River - SR 203,7085,31.3756,-82.2887,28.75,133.0
2022-05-09 16:00:00,Southern Georgia Regional Commission,"Little Hurricane Creek at County Road 220 near Blackshear, GA",7086,31.3946,-82.344,35.7,33.0
2022-05-09 16:00:00,Southern Georgia Regional Commission,"Little Hurricane Creek at County Road 220 near Blackshear, GA",7086,31.3946,-82.344,35.7,33.0
2022-05-09 16:25:00,Southern Georgia Regional Commission,Alapaha River - SR 203,7085,31.3756,-82.2887,28.75,133.0
2022-05-09 16:45:00,Southern Georgia Regional Commission,"Trib. Satilla River at College Ave nr Blackshear, GA",7087,31.229,-82.2248,26.65,33.0
2022-05-09 16:45:00,Southern Georgia Regional Commission,"Tan Trough Creek nr Satilla River in Blackshear, GA",7136,31.3608,-82.2364,29.28,100.0
2022-05-09 16:45:00,Southern Georgia Regional Commission,"Tan Trough Creek nr Satilla River in Blackshear, GA",7136,31.3608,-82.2364,29.28,100.0
2022-05-09 17:00:00,Southern Georgia Regional Commission,"Trib. Satilla River at College Ave nr Blackshear, GA",7087,31.229,-82.2248,26.65,33.0
2022-05-09 17:45:00,Southern Georgia Regional Commission,"Otter Crk. at Otter Creek Rd nr Blackshear, GA",7083,31.3391,-82.1385,32.02,0.0
2022-05-09 17:45:00,Southern Georgia Regional Commission,"Otter Crk. at Otter Creek Rd nr Blackshear, GA",7083,31.3391,-82.1385,32.02,0.0
2022-05-10 07:30:00,Butler Creek Kennesaw,Southern Tributary of Butler Creek,2006,34.0097,-84.6272,307.337158,366.0
2022-05-10 09:00:00,Butler Creek Kennesaw,Butler Creek @ Mack Dobbs Road,5503,34.0172,-84.6429,305.35,200.0
2022-05-10 09:40:00,Concord Woolen Mill,Nickajack Creek at Concord Woolen Mill ruins,5303,33.8493,-84.5562,269.25,66.0
2022-05-10 10:30:00,Butler Creek Kennesaw,Proctor Creek at Legacy Park Amphitheater,6752,34.0521,-84.6356,286.12,200.0
2022-05-10 13:45:00,Hiwassee River Watershed Coalition,Passmore Branch,7154,35.0676,-83.8719,522.73,100.0
2022-05-10 17:34:00,Hiwassee River Watershed Coalition,Moccasin Creek headwaters,5194,34.9885,-84.0209,590.36,133.0
2022-05-11 09:45:00,Southern Georgia Regional Commission,Unnamed Trib. to Little Red Bluff Creek at US 441,6973,31.2796,-82.8577,60.04,66.0
2022-05-11 09:45:00,Southern Georgia Regional Commission,Hog Creek @ nr CR 29 and Dickerson Crossing Rd,6977,31.2076,-82.9093,66.44,66.0
2022-05-11 09:45:00,Southern Georgia Regional Commission,Hog Creek @ nr CR 29 and Dickerson Crossing Rd,6977,31.2076,-82.9093,66.44,66.0
2022-05-11 09:45:00,Southern Georgia Regional Commission,Hog Creek @ nr CR 29 and Dickerson Crossing Rd,6977,31.2076,-82.9093,66.44,66.0
2022-05-11 10:15:00,Southern Georgia Regional Commission,Unnamed Tributary to Red Bluff Creek,6972,31.293,-82.8619,60.44,0.0
2022-05-11 10:25:00,Southern Georgia Regional Commission,Pudding Creek at CR 244,6976,31.3473,-82.9065,53.48,133.0
2022-05-11 11:00:00,Glynn Water Watch,Village Creek Landing,5545,31.2052,-81.3585,0.71,0.0
2022-05-11 11:00:00,Southern Georgia Regional Commission,Pudding Creek at CR 39,6978,31.3411,-82.9839,63.6,0.0
2022-05-11 11:15:00,Southern Georgia Regional Commission,Satilla River at SR 135,7034,31.4259,-82.8889,53.99,0.0
2022-05-11 11:30:00,Southern Georgia Regional Commission,Unnamed Tributary to 17 Mile River at McDonald Rd,7030,31.4901,-82.8357,70.63,33.0
2022-05-11 11:40:00,Southern Georgia Regional Commission,Unnamed Tributary to 17 Mile River at S. Pearson Ave,7029,31.4917,-82.8511,74.55,400.0
2022-05-11 12:15:00,Southern Georgia Regional Commission,"Broxton Creek at Broxton Hwy nr Broxton, GA",7137,31.6081,-82.8446,66.94,0.0
2022-05-11 13:05:00,Hiwassee River Watershed Coalition,Hiwassee River below Brasstown Creek,7187,35.0668,-83.973,474.47,233.0
2022-05-11 14:30:00,Southern Georgia Regional Commission,Unnamed Tributary to 17 Mile River at Lupo Ln,7031,31.4983,-82.8323,69.4,200.0
2022-05-11 14:45:00,Southern Georgia Regional Commission,Seventeen Mile River at SR 158 near Douglas,7035,31.4684,-82.7661,49.97,33.0
2022-05-11 15:05:00,Southern Georgia Regional Commission,Dry Creek at CR 552 (Flying Hawk Rd.),7037,31.4843,-82.6315,50.02,166.0
2022-05-11 15:20:00,Southern Georgia Regional Commission,Seventeen Mile River - Georgia Highway 64,7036,31.3732,-82.6788,42.27,100.0
2022-05-11 15:45:00,Southern Georgia Regional Commission,Red Bluff Creek at State Road 50,6974,31.2791,-82.7477,51.15,0.0
2022-05-11 16:05:00,Southern Georgia Regional Commission,"Fullwood Creek at Albany Hwy US 82 nr Waycross, GA",7123,31.2641,-82.5291,44.32,33.0
2022-05-11 16:25:00,Southern Georgia Regional Commission,"Trib. To Hog Creek @ nr Ben Butler Rd nr Millwood, GA",7125,31.3775,-82.5771,41.15,0.0
2022-05-11 16:35:00,Southern Georgia Regional Commission,"Hog Creek at County Road 467 (Telmore-Dixie Union Road) at Bickley, GA",7118,31.3188,-82.5631,33.78,0.0
2022-05-11 16:45:00,Southern Georgia Regional Commission,"Trib. to Alapaha nr SR 203 nr Blackshear, GA",7088,31.3536,-82.2852,33.11,100.0
2022-05-11 16:55:00,Southern Georgia Regional Commission,"Cox Creek at Pineview Church Road near Waycross, GA",7119,31.2869,-82.4618,34.35,133.0
2022-05-11 17:15:00,Southern Georgia Regional Commission,"Kettle Creek at Hwy 1 near Waycross, GA",7120,31.2574,-82.3784,30.16,66.0
2022-05-11 17:35:00,Southern Georgia Regional Commission,"Hacklebarney Creek - Hacklebarney Rd near Blackshear, GA",7124,31.2723,-82.3134,37.28,66.0
2022-05-11 17:45:00,Southern Georgia Regional Commission,"Unnamed Tributary to Sixty-foot Branch at Main St. nr Patterson, GA",7089,31.3828,-82.1345,30.47,66.0
2022-05-11 18:00:00,Southern Georgia Regional Commission,"Sixty Foot Branch at US84 near Patterson, GA",7090,31.3969,-82.128,29.66,366.0
2022-05-11 18:00:00,Southern Georgia Regional Commission,"Unnamed Tributary to Sixty Foot Branch at US 84 near Patterson, GA",7091,31.4033,-82.1197,27.61,333.0
2022-05-11 18:35:00,Southern Georgia Regional Commission,"Little Satilla River at SR32 near Hortense, GA",7084,31.3512,-82.0337,23.04,33.0
2022-05-12 14:27:00,Altamaha Riverkeeper,Ohoopee River at Hwy 292,7390,32.1942,-82.1917,30.82,0.0
2022-05-12 15:30:00,Altamaha Riverkeeper,Ohoopee River at Hwy 280 & Hill Ln,7391,32.117,-82.1889,32.89,0.0
2022-05-12 16:22:00,Altamaha Riverkeeper,Ohoopee River at Jarriels Landing (127),7389,32.2194,-82.2065,32.0,0.0
2022-05-12 17:30:00,Altamaha Riverkeeper,Ohoopee River at Toler Rd (464),7392,32.1036,-82.1865,26.69,0.0
2022-05-12 17:55:00,WWALS_Watershed Coalition,Alapaha River at Naylor Park Beach,6564,30.9254,-83.0385,42.41,0.0
2022-05-12 19:00:00,Anne Ledbetter,Poplar Creek,2500,33.8797,-84.4948,291.483276,600.0
2022-05-13 12:01:00,Hiwassee River Watershed Coalition,Tusquitee Creek at the old ford,4725,35.0766,-83.7761,567.85,33.0
2022-05-14 10:00:00,Hiwassee River Watershed Coalition,Tusquitee Creek below Schoolhouse Br,7158,35.0774,-83.7886,559.79,0.0
2022-05-14 10:00:00,MOST (Madison-Oglethorpe Stream Team),"Brush Creek, Tesanovich Property",7224,34.0646,-83.1831,196.52,0.0
2022-05-14 10:15:00,Sierra Club Cobb Centennial Group,Rottenwood Creek,504,33.8805,-84.4513,234.42,233.0
2022-05-14 11:00:00,Sierra Club Cobb Centennial Group,Rottenwood Creek,704,33.9284,-84.4833,281.720856,166.0
2022-05-14 14:30:00,Earth First,Noonday Creek south of New Chastain Rd.,4967,34.0331,-84.5392,276.74,100.0
2022-05-14 15:56:00,Bent Tree StreamKeepers,Long Swamp Creek at Beaver Run Trail,5483,34.5009,-84.3619,468.73,0.0
2022-05-14 16:06:00,Bent Tree StreamKeepers,Coffey Cove Creek,5486,34.4962,-84.3604,461.97,166.0
2022-05-14 16:18:00,Bent Tree StreamKeepers,Mulligans Creek,5485,34.4887,-84.366,460.34,100.0
2022-05-14 16:18:00,Bent Tree StreamKeepers,Mulligans Creek,5485,34.4887,-84.366,460.34,100.0
2022-05-14 16:25:00,Bent Tree StreamKeepers,Long Swamp Creek at Memorial Garden Trail,5484,34.4911,-84.3759,444.9,0.0
2022-05-14 18:00:00,anna jones,sherwood creek,7208,34.1078,-83.8994,281.52,66.0
2022-05-15 10:15:00,MOST (Madison-Oglethorpe Stream Team),Gina's Creek,7146,34.0361,-83.1714,180.43,200.0
2022-05-15 12:03:00,Village North Highlands Subdivision,Tributary of Willeo Creek,2461,34.0458,-84.4361,303.690002,133.0
2022-05-15 13:00:00,MOST (Madison-Oglethorpe Stream Team),S.Fork Broad River at Watson Mill  Bridge State Park,7211,34.0265,-83.075,159.69,66.0
2022-05-15 16:32:00,John Stephan,Brushy Creek near Chattahoochee River confluence,7194,34.041,-84.1066,275.16,466.0
2022-05-15 18:20:00,Hiwassee River Watershed Coalition,Brasstown Creek below Brasstown Valley Resort,3795,34.9554,-83.8537,546.1,100.0
2022-05-16 09:30:00,Hiwassee River Watershed Coalition,"Shooting Creek, Lower- HIW 8",4292,35.0213,-83.6928,598.17,200.0
